genes,logFC,logCPM,LR,PValue,FDR,AGI,At_symbol,At_short_description,perc_ID
BraA09g044120.3C,-4.017204966753063,1.8043909761076196,20.20764794629187,6.947462245553764e-6,2.3593679522766875e-4,AT3G53160,UGT73C7,NA,86.862
BraA01g040940.3C,-1.076448783745308,2.2120854782714905,20.174696138725807,7.0681759779210864e-6,2.397551776679368e-4,AT3G09020,NA,"alpha 1,4-glycosyltransferase family protein",83.264
BraA03g009560.3C,-0.8647347616287855,4.3844461896459395,20.16141598079669,7.117418970714453e-6,2.411431494077851e-4,AT5G20270,HHP1,heptahelical transmembrane protein1,85.986
BraA01g037120.3C,-2.415782273705107,3.68008124205016,20.158644997635975,7.127737157853177e-6,2.4121061914566684e-4,AT3G14660,CYP72A13,NA,84.475
BraA09g028560.3C,-2.2584285959150447,0.4934455686205217,20.110006698809343,7.311314227869814e-6,2.471343647058725e-4,AT4G09820,AtTT8,NA,81.973
BraA07g028790.3C,-1.7138589086221834,2.513899739918164,20.104067615156737,7.334053051976758e-6,2.4761404290170476e-4,AT1G73260,ATKTI1,kunitz trypsin inhibitor 1,79.745
BraA10g017990.3C,-0.8839899170811846,3.093728935844292,20.078029231773,7.4345864692589124e-6,2.507160661717022e-4,AT5G60280,LecRK-I.8,Concanavalin A-like lectin protein kinase family protein,80.938
BraA01g000790.3C,-1.2775547997542684,3.626367260084516,20.046550375518592,7.55797444673605e-6,2.5458070206168593e-4,AT4G39940,AKN2,APS-kinase 2,86.56
BraA04g018360.3C,0.9400860185713733,2.5850441393212105,20.031909829073427,7.6160594987536705e-6,2.5623927010440923e-4,AT2G24790,ATCOL3,CONSTANS-like 3,76.535
BraA05g041540.3C,-1.6542821877654026,1.5854473562116924,20.01910376346636,7.667233727070153e-6,2.5766174780251534e-4,AT3G02940,AtMYB107,NA,88.235
BraA09g062780.3C,-0.6679098298663784,5.060783681202609,20.000815036292835,7.740916276453281e-6,2.598364573537644e-4,AT1G08450,AtCRT3,calreticulin 3,89.965
BraA03g016980.3C,-0.6601682784844417,4.11993018709706,19.98528919919275,7.80402518135193e-6,2.616516220525494e-4,AT2G31880,EVR,Leucine-rich repeat protein kinase family protein,80.921
BraA02g021770.3C,-1.2941677574679766,2.0941718738272295,19.961795386098316,7.90050560313359e-6,2.645801691463282e-4,AT1G73410,ATMYB54,myb domain protein 54,82.861
BraA03g048130.3C,-0.9546813324549352,2.9495646077264897,19.937633857409153,8.000977260927736e-6,2.6763546107916243e-4,AT4G18180,NA,Pectin lyase-like superfamily protein,88.443
BraA07g037600.3C,-1.096601611698809,3.523934908687346,19.922565255203693,8.064285948058532e-6,2.694420246174851e-4,AT1G73540,atnudt21,nudix hydrolase homolog 21,83.61
BraA03g060820.3C,0.8498559697201614,2.801525075142828,19.893139350395003,8.189368526750382e-6,2.7330602244574314e-4,AT4G37540,LBD39,LOB domain-containing protein 39,74.224
BraA07g035930.3C,0.6115748091791596,4.615242906790898,19.889286148142986,8.205891163186943e-6,2.735422959898727e-4,AT1G71360,AtSUN4,Galactose-binding protein,80.322
BraA06g037160.3C,-1.0076151048171975,3.924803853323041,19.876552970985443,8.260729775688991e-6,2.7505381625535485e-4,AT3G28210,PMZ,NA,85.538
BraA03g058860.3C,-0.5862118350602777,4.0743133253244785,19.870500418478485,8.286925466404264e-6,2.75582930129454e-4,AT4G34480,NA,O-Glycosyl hydrolases family 17 protein,83.9
BraA05g012710.3C,-2.5790662634904287,0.027824464046552613,19.868489455139184,8.2956474410689e-6,2.75582930129454e-4,AT2G32210,AthCYSTM6,NA,88.889
BraA02g044480.3C,-0.6155400991471995,5.497054744279492,19.863803578558617,8.316006856306767e-6,2.759428254450108e-4,AT5G64230,NA,NA,79.225
BraA05g032140.3C,0.7962458787061434,7.002198813297058,19.831057321883463,8.45969144782413e-6,2.803894071631229e-4,AT3G14940,ATPPC3,NA,90.918
BraA02g007360.3C,-3.3942647155357424,-0.3218613105745511,19.770156333775176,8.733575418033017e-6,2.891362430966633e-4,AT5G41550,NA,Disease resistance protein (TIR-NBS-LRR class) family,67.746
BraA05g040020.3C,-1.4146420480798776,2.922612822939572,19.7516724738268,8.818449069897282e-6,2.916128226675621e-4,AT3G05155,NA,Major facilitator superfamily protein,85.417
BraA07g012120.3C,-1.6683402144987125,1.3587127223480302,19.747390953226557,8.838226664603833e-6,2.9193358041076835e-4,AT1G27420,NA,Galactose oxidase/kelch repeat superfamily protein,75.624
BraA04g027190.3C,-0.7858503126007031,6.180412911040625,19.740275444420348,8.871193832409692e-6,2.9268877327704324e-4,AT2G38390,NA,Peroxidase superfamily protein,84.995
BraA06g018870.3C,-0.593101826611062,5.30333096854037,19.72041628612746,8.963858754565704e-6,2.9521246289599664e-4,AT3G48000,ALDH2,NA,88.971
BraA07g026630.3C,-0.8389234030139778,3.670926191770727,19.71951929206503,8.968067086042426e-6,2.9521246289599664e-4,AT1G78340,ATGSTU22,glutathione S-transferase TAU 22,86.91
BraA10g025110.3C,-0.6207723562972592,3.7337664118742886,19.71602908755935,8.984460590171166e-6,2.954164067832898e-4,AT5G13760,NA,Plasma-membrane choline transporter family protein,83.443
BraA05g026050.3C,-0.9467419350930001,3.4549318915304807,19.674273558756454,9.1829353899161e-6,3.016000820579247e-4,AT3G21070,ATNADK-1,NAD kinase 1,85.599
BraA09g030940.3C,-1.1362687830207636,3.294221389957643,19.66645636148209,9.220578869085636e-6,3.024934639633892e-4,AT1G34340,NA,alpha/beta-Hydrolases superfamily protein,85.038
BraA08g021670.3C,-1.3166601933659443,2.0831998788010857,19.62648986296523,9.415471067718604e-6,3.0853774421908653e-4,AT4G37790,ABIG1,Homeobox-leucine zipper protein family,86.289
BraA10g028640.3C,-0.8069933271671225,3.5925716822001657,19.62107935501085,9.442170755542676e-6,3.090630536119325e-4,AT5G05880,UGT76C4,UDP-Glycosyltransferase superfamily protein,82.046
BraA08g009820.3C,-1.4120828910582401,2.306106623724745,19.56190930558182,9.739171033446523e-6,3.184247251657775e-4,AT1G31750,NA,proline-rich family protein,83.434
BraA08g032550.3C,-0.6649948444129318,7.300001407259894,19.556201299921355,9.768313465503627e-6,3.1901747967159986e-4,AT1G09560,GLP5,germin-like protein 5,84.615
BraA06g020250.3C,-0.5642943545007699,4.948027401191107,19.53679760653833,9.868036029821341e-6,3.2191133751336104e-4,AT3G46620,AtRDUF1,NA,78.503
BraA09g001840.3C,-0.975002828894742,2.8223093195214806,19.48870666088486,1.0119621437113863e-5,3.2974712462352577e-4,AT4G02330,AtPME41,NA,86.215
BraA09g034880.3C,-2.4343436772893114,0.4359293340895138,19.41351800869272,1.0525936735968593e-5,3.4260150041296426e-4,AT1G30190,NA,NA,72.717
BraA08g009650.3C,-0.5281161358733575,7.306619215011008,19.396825679335265,1.0618340601379256e-5,3.452212015047748e-4,AT4G14030,AtSBP1,selenium-binding protein 1,85.675
BraA10g030240.3C,-3.353399221179672,0.5182532393506485,19.372058567466595,1.075694714609219e-5,3.4933547637668e-4,NA,NA,NA,NA
BraA07g012170.3C,-1.0558692146631994,1.958011974372419,19.354833970207636,1.085441252456094e-5,3.5210595969930713e-4,AT1G27420,NA,Galactose oxidase/kelch repeat superfamily protein,77.005
BraA04g020220.3C,-1.4591388951550488,1.7063947808449424,19.31454758480463,1.1085849719657715e-5,3.592112915872984e-4,AT2G28305,ATLOG1,Putative lysine decarboxylase family protein,95.016
BraA03g004040.3C,-2.972565639291587,-0.16187324454082,19.30807549623505,1.1123489824384119e-5,3.6002821590252424e-4,AT5G09876,NA,NA,78.927
BraA07g025740.3C,-0.44295034369379044,6.659205330164035,19.303949021136134,1.1147555374606315e-5,3.604044465307988e-4,AT1G80300,ATNTT1,nucleotide transporter 1,86.816
BraA09g004990.3C,-1.606805708762986,1.7159547363757526,19.3009813498699,1.1164895109543363e-5,3.6042968362092685e-4,AT5G27410,NA,D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein,90.833
BraA03g020450.3C,-4.081885445260675,-0.9219066713480973,19.29955808885945,1.1173220653534669e-5,3.6042968362092685e-4,AT2G38790,NA,NA,79.341
BraA01g035970.3C,-0.6237139365148809,6.355482333092922,19.277881110568302,1.1300796138908649e-5,3.6413955789978397e-4,AT3G16420,JAL30,PYK10-binding protein 1,86.218
BraA04g030390.3C,-0.48507200313010607,4.658694704866744,19.231341765195182,1.1579657345764839e-5,3.7271057110235096e-4,AT2G43330,ATINT1,NA,87.27
BraA04g015160.3C,-1.5557477027057574,2.1855849912354843,19.224561033158807,1.1620859865483106e-5,3.7362160775062666e-4,AT5G40240,UMAMIT40,nodulin MtN21 /EamA-like transporter family protein,83.764
BraA02g004730.3C,-0.8701217931800943,2.996489165335906,19.222429121094052,1.1633844636135446e-5,3.736244029041814e-4,AT5G13200,GER5,GRAM domain family protein,84.94
BraA01g011500.3C,-0.5328343810014382,4.479788289359657,19.218604643951124,1.1657174782697927e-5,3.7395906877651556e-4,AT4G20460,NA,NA,91.586
BraA08g035620.3C,-0.684998318468356,2.920730828770555,19.209003603290768,1.1715950454997587e-5,3.7536620081794384e-4,AT1G02660,PLIP2,alpha/beta-Hydrolases superfamily protein,78.034
BraA06g014220.3C,-0.8993006403270184,5.893903568873327,19.207211497450785,1.1726954285426648e-5,3.7536620081794384e-4,AT1G18590,ATSOT17,sulfotransferase 17,85.846
BraA01g034440.3C,-1.0269915530739204,3.165508339430169,19.20165949517869,1.1761110434560576e-5,3.7604398131164545e-4,AT3G18400,anac058,NA,84.858
BraA04g008820.3C,-1.799815576387285,2.1800799066365624,19.195279924976987,1.1800481181742638e-5,3.768868124285785e-4,AT4G13250,NYC1,NAD(P)-binding Rossmann-fold superfamily protein,87.774
BraA08g031930.3C,-0.6298202969120562,3.989641161149901,19.192776691347262,1.1815965715268918e-5,3.769657432157599e-4,AT1G10740,NA,alpha/beta-Hydrolases superfamily protein,89.755
BraA09g006840.3C,-0.7872217573813919,5.5692780119488265,19.18765715137293,1.1847697794969361e-5,3.775622769248322e-4,AT5G61060,ATHDA5,histone deacetylase 5,85.235
BraA08g005230.3C,-1.9617637905543719,0.6618719680371832,19.18370073660074,1.1872279167270675e-5,3.7792987133790867e-4,AT3G23560,ALF5,NA,87.045
BraA03g051660.3C,-2.4772146383271556,0.25012582295781366,19.172034596931425,1.1945059948399026e-5,3.7933628524013026e-4,AT4G24120,ATYSL1,NA,88.96
BraA06g002340.3C,-0.7547955622955983,4.3546253947348275,19.170576081252108,1.1954190547548061e-5,3.7933628524013026e-4,AT1G51860,NA,Leucine-rich repeat protein kinase family protein,82.548
BraA05g012410.3C,-1.0470155093326428,4.693242799401808,19.168423518973185,1.1967678823183586e-5,3.7933628524013026e-4,AT2G32510,MAPKKK17,NA,83.841
BraA02g020130.3C,0.7554800560068351,6.3725114222852675,19.16823828161168,1.1968840261995272e-5,3.7933628524013026e-4,AT1G70830,MLP28,MLP-like protein 28,82.378
BraA09g044710.3C,0.5829121547313063,8.191078471997217,19.16294876088422,1.2002053379276837e-5,3.7997320468949883e-4,AT3G53710,AGD6,ARF-GAP domain 6,81.611
BraA08g015680.3C,4.074969501966763,-0.8109482112773588,19.151860140098265,1.2071979971162043e-5,3.8176977707928174e-4,NA,NA,NA,NA
BraA02g032790.3C,-3.09779102613191,-0.4478862668075123,19.149338349742322,1.2087939795416376e-5,3.818576226757051e-4,AT5G46350,ATWRKY8,WRKY DNA-binding protein 8,83.577
BraA09g061980.3C,-2.0469359629203425,0.6070098827915693,19.1455263885735,1.2112105041637859e-5,3.82204203536128e-4,AT1G59590,ZCF37,ZCF37,74.023
BraA04g020830.3C,-1.2286850248936798,3.028470886423282,19.102847974749025,1.2385992111934858e-5,3.904215663748955e-4,AT2G29110,ATGLR2.8,NA,78.692
BraA07g007640.3C,-0.6104196163755456,3.4659813816844656,19.086057045458787,1.249544442218079e-5,3.934435152410143e-4,AT2G04100,NA,MATE efflux family protein,85.124
BraA02g041510.3C,-1.1000474622598895,4.249989627545665,19.077953523702547,1.254861451196306e-5,3.946886701221997e-4,AT5G25770,NA,alpha/beta-Hydrolases superfamily protein,85.039
BraA01g036650.3C,0.9503168086520977,2.268588594560319,19.056176241541465,1.2692631484683471e-5,3.987854108983848e-4,AT3G15510,ANAC056,NA,79.59
BraA03g015830.3C,-1.588915534113968,2.33810430530429,19.025329167003974,1.2899474028143145e-5,4.048450310371079e-4,AT5G50830,NA,NA,74.86
BraA01g007320.3C,-3.0001071712624414,0.8587912380256204,19.015509011832876,1.2966030046662994e-5,4.064934614629152e-4,AT4G30430,TET9,NA,80.385
BraA06g037030.3C,-0.669420173504296,3.898783147253706,19.006436368226943,1.3027826264462728e-5,4.079892661934663e-4,AT3G28450,BIR2,NA,80.044
BraA04g025330.3C,-1.1048794952409389,1.910485326131335,18.98007815160328,1.3209042228090179e-5,4.127861357805318e-4,AT2G35710,PGSIP7,Nucleotide-diphospho-sugar transferases superfamily protein,88.153
BraA10g031010.3C,-0.6996947956589816,4.594318393488502,18.980012268665945,1.3209498338461508e-5,4.127861357805318e-4,AT5G08740,NDC1,NAD(P)H dehydrogenase C1,85.013
BraA06g024440.3C,1.1263836247761072,3.598796568092708,18.972629172775314,1.3260712156683532e-5,4.13939988959923e-4,AT3G48270,CYP71A26,"cytochrome P450, family 71, subfamily A, polypeptide 26",82.724
BraA04g014060.3C,-2.450402065331086,0.4279034290626396,18.95522911437577,1.3382200117972884e-5,4.1728264049239886e-4,AT5G41570,ATWRKY24,WRKY DNA-binding protein 24,81.894
BraA03g060680.3C,-0.4712997091173127,5.432898529333228,18.925529367322497,1.3592152995602293e-5,4.2318823675033083e-4,AT4G37370,CYP81D8,NA,85.551
BraA03g003020.3C,-1.2799607820939203,2.6364661460869563,18.92431474266354,1.3600809459215617e-5,4.2318823675033083e-4,AT5G07475,NA,Cupredoxin superfamily protein,84.722
BraA03g037920.3C,-0.6122731280839987,4.978946619892025,18.915993682317264,1.3660261595525211e-5,4.2397706828796943e-4,AT3G17410,CARK1,NA,88.707
BraA08g000180.3C,-0.802306198174543,4.837447360181813,18.915091772672042,1.3666721197871516e-5,4.2397706828796943e-4,AT1G55920,AtSAT1,serine acetyltransferase 2;1,83.698
BraA07g038040.3C,-0.6665748540203704,4.926017296546142,18.91111597405866,1.369523300835179e-5,4.2397706828796943e-4,AT1G74080,ATMYB122,myb domain protein 122,80.69
BraA01g011340.3C,-0.591144539898295,9.300876922005097,18.91048881118455,1.3699736059370872e-5,4.2397706828796943e-4,AT4G20260,ATPCAP1,plasma-membrane associated cation-binding protein 1,81.361
BraA03g048440.3C,-0.43320273336738796,5.400355476596817,18.90862714329208,1.3713111659015263e-5,4.2397706828796943e-4,AT4G18710,ATSK21,Protein kinase superfamily protein,90.667
BraA02g001210.3C,-1.5528663953669817,1.8383549658514138,18.908506633732998,1.3713977940687219e-5,4.2397706828796943e-4,AT5G04040,SDP1,Patatin-like phospholipase family protein,84.773
BraA05g004650.3C,-0.7095337725709029,7.207969600950685,18.885863796686877,1.38777249211255e-5,4.285820208050783e-4,AT2G44790,UCC2,uclacyanin 2,75.629
BraA09g008510.3C,-1.1400722139466888,2.7940805715883914,18.842215359933405,1.4198940698216707e-5,4.3803505233859594e-4,AT5G65110,ACX2,acyl-CoA oxidase 2,84.471
BraA04g016970.3C,-0.8263010998694241,3.905948267027427,18.83060825317932,1.4285609098899938e-5,4.3998769133891155e-4,AT2G23030,SNRK2-9,SNF1-related protein kinase 2.9,91.787
BraA03g050600.3C,-1.166959745683957,2.2691801088731194,18.82967332391371,1.4292613143810955e-5,4.3998769133891155e-4,AT4G22920,ATNYE1,NA,85.13
BraA02g018370.3C,-1.8800994662023214,0.7119704346746256,18.822417916182744,1.434708456882719e-5,4.411956961675011e-4,AT1G68450,PDE337,VQ motif-containing protein,73.684
BraA05g042130.3C,-0.9818838215352487,3.7244505377884685,18.767902924360826,1.4763091684710409e-5,4.5350714731992695e-4,AT3G03870,NA,NA,81.172
BraA03g053160.3C,-1.0529944896066985,2.0884174792889962,18.755166233333654,1.4862019370307427e-5,4.556590205420055e-4,AT4G26470,NA,Calcium-binding EF-hand family protein,87.176
BraA02g025540.3C,-2.36881964743207,1.0367484777176104,18.754834940168905,1.4864601436488373e-5,4.556590205420055e-4,AT1G80820,ATCCR2,cinnamoyl coa reductase,91.592
BraA09g013550.3C,-1.6917584630624156,1.3791966350615166,18.751279834400663,1.4892337954724922e-5,4.56026686968786e-4,AT1G64000,ATWRKY56,WRKY DNA-binding protein 56,79.901
BraA10g013290.3C,-2.0782148733098937,1.21056944844151,18.741853438136317,1.496613349460338e-5,4.578024868761042e-4,NA,NA,NA,NA
BraA02g008710.3C,1.795297223588087,1.3282773707855322,18.722301948873067,1.5120367406780117e-5,4.620324926578127e-4,AT5G20150,ATSPX1,SPX  domain gene 1,81.955
BraA09g047100.3C,-1.3128636251016679,3.8447016979462556,18.681284139498885,1.544914834842984e-5,4.715815904713547e-4,AT3G56400,ATWRKY70,NA,81.758
BraA10g002770.3C,-1.1707042619758434,4.263705735128726,18.671515865130175,1.5528499472277663e-5,4.735048133820414e-4,AT1G04220,KCS2,3-ketoacyl-CoA synthase 2,89.306
BraA05g040000.3C,-0.6424273145316144,3.681233323818106,18.660546741810478,1.5618093570011313e-5,4.7573599846066004e-4,AT3G05170,NA,NA,86.239
BraA07g016760.3C,0.5616275655779968,5.133304090717055,18.655224379623164,1.5661752697257107e-5,4.765647606451091e-4,AT5G67190,DEAR2,DREB and EAR motif protein 2,85.638
BraA08g019990.3C,-2.380845291275975,2.1243310045121446,18.60544456743652,1.6076076396232056e-5,4.886587419161072e-4,AT4G25640,ATDTX35,detoxifying efflux carrier 35,81.181
BraA06g038700.3C,-1.181077311982817,5.2074949575580405,18.602221146446595,1.610328178631225e-5,4.889726066938084e-4,AT3G25830,ATTPS-CIN,NA,85.021
BraA09g051890.3C,-0.8713108890395963,3.6184043651289644,18.568189117695013,1.6393345937297827e-5,4.970920069691301e-4,AT3G62590,PLIP3,NA,82.647
BraA05g039090.3C,-0.7878805156172002,2.906089551983253,18.56683479088602,1.6404997192159915e-5,4.970920069691301e-4,AT3G06330,NA,RING/U-box superfamily protein,80.271
BraA01g010450.3C,-2.311407037149851,0.1255157472281982,18.559653952066157,1.6466912960359975e-5,4.98446744655912e-4,AT4G18980,AtS40-3,NA,77.493
BraA01g013160.3C,-0.4662869388288818,5.780504626245679,18.556663907911286,1.6492763359853296e-5,4.987081096119313e-4,AT4G22530,NA,NA,87.692
BraA03g027720.3C,-1.1361689184356503,1.99503584389999,18.549993465605155,1.655057960307929e-5,4.999345046319091e-4,AT4G11890,ARCK1,Protein kinase superfamily protein,83.778
BraA06g015660.3C,-0.38143639232231125,5.802650300302278,18.540116413997524,1.663656333801784e-5,5.020082987246883e-4,AT1G20100,NA,NA,73.973
BraA08g029410.3C,-0.47552296810314243,7.6568795838034545,18.523412159884074,1.6783002992258447e-5,5.05900135983083e-4,AT1G17190,ATGSTU26,glutathione S-transferase tau 26,86.556
BraA06g002330.3C,-0.7083827952747221,4.374515234569492,18.497411959537104,1.701351694864329e-5,5.123155498630965e-4,AT1G51890,NA,Leucine-rich repeat protein kinase family protein,82.371
BraA05g022880.3C,-1.024952697961099,3.534669701869541,18.49275160930297,1.705516978909739e-5,5.127626073690013e-4,AT5G49690,NA,UDP-Glycosyltransferase superfamily protein,78.725
BraA10g004100.3C,-2.234036894239982,1.0469822074315316,18.491791318003607,1.706376531012556e-5,5.127626073690013e-4,AT1G05340,AthCYSTM1,NA,86.758
BraA09g057890.3C,-1.6876427254771715,1.4549765657237261,18.469275576732713,1.7266554488741713e-5,5.183187051086735e-4,AT1G17180,ATGSTU25,glutathione S-transferase TAU 25,87.043
BraA10g018910.3C,-1.0416451619233087,2.7958444321672404,18.46356407466925,1.7318379225035003e-5,5.189157749924439e-4,AT5G22500,FAR1,fatty acid reductase 1,86.235
BraA10g005880.3C,-0.47057620202782435,4.775740610964169,18.461651757125935,1.73357660066958e-5,5.189157749924439e-4,AT1G07230,NPC1,non-specific phospholipase C1,86.829
BraA09g054210.3C,-0.552964046209236,4.515042643860092,18.46116606668741,1.7340184693202352e-5,5.189157749924439e-4,AT2G23450,NA,Protein kinase superfamily protein,80.038
BraAnng003600.3C,-1.269531885668134,3.4228885527735766,18.446324732610748,1.7475754182228195e-5,5.219668927870111e-4,AT2G47550,NA,NA,85.369
BraA09g003480.3C,-1.1034954974009263,9.34525007419052,18.446060344443026,1.7478178887165173e-5,5.219668927870111e-4,AT3G28510,NA,NA,83.589
